student_id,age,gender,major,year_in_school,gpa,study_hours_per_day,attendance_rate,sleep_hours_per_night,exercise_days_per_week,screen_time_hours,social_media_hours,caffeine_mg_per_day,stress_level,anxiety_score,depression_score,life_satisfaction,num_clubs,on_campus,has_part_time_job,monthly_spending
STU0178,19.0,Female,Biology,4.0,2.21,5.8,81.3,6.0,0.0,6.1,1.5,107.0,7.2,6.0,3.0,2.9,6.0,False,Yes,778.49
STU0095,25.0,Female,Nursing,4.0,3.22,7.0,88.5,7.8,,10.3,3.8,275.0,6.2,7.0,8.0,6.8,4.0,False,No,688.21
STU0181,25.0,Female,Political Science,2.0,2.59,6.0,72.8,6.4,5.0,6.6,2.4,215.0,6.5,8.0,3.0,5.7,0.0,True,Yes,200.0
STU0401,25.0,MALE,Nursing,4.0,,8.4,87.6,6.3,0.0,7.0,3.6,,5.0,6.0,2.0,7.5,1.0,1,No,560.0
STU0024,25.0,Male,Political Science,3.0,6.0,9.7,96.4,5.6,7.0,7.4,2.1,94.0,7.8,9.0,3.0,3.0,4.0,False,No,768.69
STU0262,19.0,Male,Art & Design,3.0,2.87,3.3,81.9,6.3,5.0,6.3,0.7,296.0,3.9,5.0,,6.8,2.0,False,No,849.27
STU0350,19.0,male,Communications,4.0,3.09,9.0,74.3,5.5,7.0,7.9,2.1,111.0,5.6,6.0,5.0,5.4,0.0,False,Yes,806.45
STU0508,19.0,Male,Business,2.0,3.65,9.2,84.0,,0.0,5.5,2.4,150.0,4.2,4.0,3.0,6.1,6.0,True,No,1252.41
STU0006,24.0,Male,Business,4.0,3.5,6.9,63.5,,7.0,6.3,1.0,101.0,medium,4.0,0.0,8.7,4.0,True,No,1144.31
STU0117,18.0,Non-binary,Business,2.0,2.71,8.5,92.4,7.6,2.0,8.3,3.7,44.0,5.5,3.0,0.0,7.4,1.0,False,No,1120.8
STU0046,25.0,Female,Computer Science,3.0,2.05,7.2,64.4,7.1,3.0,6.4,3.6,264.0,5.3,5.0,6.0,4.8,4.0,True,No,1114.95
STU0479,23.0,man,Political Science,2.0,,4.5,88.6,6.5,7.0,4.1,1.2,241.0,1.1,1.0,0.0,9.1,1.0,False,Yes,778.74
STU0300,18.0,Female,Business,1.0,3.13,4.5,85.4,6.6,2.0,4.1,2.5,,6.4,6.0,5.0,7.2,0.0,true,No,939.14
STU0017,22.0,Male,Computer Science,3.0,3.1,7.3,93.8,7.3,0.0,9.5,3.3,10.0,8.8,13.0,11.0,1.0,6.0,False,No,874.38
STU0506,21.0,Male,Communications,3.0,3.72,7.6,62.7,5.1,1.0,10.8,3.5,164.0,7.4,6.0,2.0,2.1,0.0,1,No,345.33
STU0456,22.0,Male,Computer Science,3.0,3.34,7.9,95.0,6.2,2.0,7.7,4.0,66.0,4.4,5.0,6.0,4.3,6.0,True,No,882.51
STU0004,21.0,Male,Political Science,1.0,2.54,5.1,91.0,5.5,0.0,8.6,1.8,302.0,5.6,6.0,3.0,4.4,2.0,False,No,
STU0473,21.0,Male,Computer Science,3.0,2.73,8.8,94.9,7.0,7.0,7.8,3.8,240.0,9.1,5.0,7.0,1.0,4.0,False,No,344.82
STU0299,20.0,Female,Art & Design,4.0,2.97,7.7,91.4,6.6,1.0,7.4,4.1,297.0,5.2,4.0,4.0,6.7,1.0,False,No,1026.62
STU0061,25.0,Non-binary,Computer Science,3.0,3.14,3.7,55.1,7.5,7.0,9.6,4.5,214.0,3.2,3.0,4.0,10.0,2.0,True,No,423.91
STU0111,20.0,F,Business,4.0,3.23,4.6,92.8,6.4,2.0,10.7,3.5,,5.8,10.0,5.0,3.4,0.0,False,Yes,
STU0349,19.0,Female,Art & Design,4.0,3.13,5.5,122.0,6.3,5.0,6.3,3.3,245.0,6.6,7.0,10.0,6.4,6.0,False,No,680.8
STU0461,23.0,Female,Mechanical Engineering,2.0,2.58,4.1,68.4,6.6,2.0,7.3,2.9,263.0,5.8,8.0,5.0,5.6,5.0,True,No,942.55
STU0030,21.0,Male,Communications,1.0,3.15,3.4,74.0,7.4,2.0,8.1,1.9,,2.1,1.0,0.0,7.3,5.0,False,No,
STU0219,21.0,Female,Communications,1.0,3.58,9.0,86.3,4.8,2.0,8.6,2.3,180.0,7.9,6.0,5.0,4.8,3.0,True,No,791.87
STU0197,20.0,Prefer not to say,Biology,4.0,2.95,5.6,77.8,6.6,6.0,8.0,2.4,73.0,4.9,8.0,1.0,6.8,6.0,yes,No,
STU0027,21.0,Male,Nursing,2.0,3.32,9.2,95.2,4.1,0.0,10.3,2.7,370.0,9.3,,14.0,4.2,0.0,False,No,963.01
STU0008,23.0,man,Business,3.0,1.88,0.5,90.1,8.8,2.0,9.4,2.3,,4.9,,5.0,6.2,3.0,YES,Yes,1290.84
STU0182,19.0,man,Biology,1.0,3.55,4.6,67.5,7.3,,4.4,1.1,216.0,5.3,10.0,4.0,4.3,4.0,False,No,739.3
STU0494,22.0,Female,Political Science,3.0,2.18,4.4,69.9,7.1,4.0,8.6,2.9,337.0,4.4,4.0,4.0,3.5,2.0,True,Yes,
STU0109,21.0,Male,Psychology,4.0,3.15,5.9,74.3,6.4,5.0,10.9,4.6,46.0,8.3,11.0,8.0,2.0,3.0,True,,753.53
STU0038,24.0,Female,Political Science,3.0,3.24,7.5,98.4,5.0,2.0,11.5,4.8,180.0,7.9,10.0,9.0,4.0,0.0,true,Yes,1079.52
STU0158,22.0,Female,Computer Science,2.0,2.67,6.9,81.6,6.5,,8.2,2.9,152.0,10.0,11.0,9.0,1.3,2.0,True,No,627.54
STU0510,19.0,Female,Political Science,1.0,3.33,6.0,92.9,6.9,1.0,8.7,3.5,195.0,3.7,6.0,1.0,8.1,6.0,true,Yes,1010.9
STU0119,19.0,Male,Psychology,4.0,2.02,2.8,94.7,7.7,4.0,6.2,1.1,247.0,3.0,6.0,2.0,8.8,4.0,True,Yes,745.83
STU0115,22.0,Male,Nursing,1.0,3.37,6.6,78.3,,3.0,6.1,2.0,91.0,6.0,,6.0,5.8,3.0,True,Yes,401.96
STU0339,19.0,Prefer not to say,Business,1.0,3.2,7.1,80.4,4.5,2.0,10.3,3.3,91.0,6.9,10.0,7.0,6.0,2.0,True,Yes,1039.83
STU0204,23.0,man,Biology,2.0,,7.5,86.5,7.8,2.0,8.0,2.0,106.0,4.6,,,7.5,2.0,False,Yes,880.18
STU0176,21.0,Male,Mechanical Engineering,2.0,3.13,6.2,89.7,7.4,4.0,10.9,2.5,327.0,7.7,,7.0,2.9,5.0,0,Yes,1300.87
STU0221,19.0,Male,Computer Science,2.0,3.3,6.4,87.8,6.5,1.0,11.2,3.6,,8.7,13.0,4.0,1.0,6.0,True,Yes,1174.33
STU0396,24.0,Male,Nursing,2.0,2.67,4.2,82.5,5.9,3.0,10.7,1.1,330.0,8.5,9.0,7.0,2.5,0.0,False,No,1037.24
STU0145,25.0,Prefer not to say,Psychology,1.0,2.37,5.4,100.0,6.8,7.0,5.9,1.8,189.0,5.7,3.0,4.0,5.0,0.0,False,Yes,900.88
STU0195,25.0,Male,Business,2.0,,7.6,90.9,6.7,5.0,7.5,3.4,173.0,4.2,,1.0,7.1,0.0,True,No,902.1
STU0403,20.0,Male,Computer Science,2.0,3.35,7.6,96.5,8.7,0.0,10.0,4.8,230.0,low,9.0,10.0,3.4,2.0,True,,631.39
STU0415,18.0,Female,Mechanical Engineering,2.0,3.37,7.2,64.6,8.4,3.0,9.6,1.2,110.0,4.1,6.0,4.0,7.6,6.0,True,Yes,564.32
STU0232,24.0,Female,Political Science,1.0,3.05,6.7,116.0,7.7,5.0,9.7,4.0,120.0,4.7,6.0,0.0,6.1,4.0,True,No,669.78
STU0509,20.0,Male,Biology,2.0,3.24,5.7,91.3,9.0,5.0,13.0,4.0,181.0,1.4,1.0,,9.6,5.0,True,No,820.73
STU0256,19.0,Male,Art & Design,3.0,3.75,5.5,92.3,6.7,,9.4,3.0,284.0,4.2,8.0,5.0,7.3,2.0,True,Yes,405.58
STU0488,22.0,Male,Communications,3.0,3.17,7.8,93.3,6.7,3.0,8.2,2.7,284.0,4.7,4.0,,8.0,0.0,True,Yes,200.0
STU0142,19.0,Non-binary,Economics,1.0,,4.9,88.4,4.2,2.0,6.6,0.0,99.0,7.0,,12.0,4.9,6.0,False,,1080.77
STU0399,20.0,Female,Psychology,4.0,2.49,5.2,69.7,6.4,3.0,5.7,2.8,210.0,3.0,2.0,,7.7,2.0,True,No,660.2
STU0068,20.0,Female,Nursing,1.0,3.54,7.1,91.0,5.9,5.0,8.2,2.8,288.0,8.2,,7.0,2.4,0.0,True,,508.28
STU0249,24.0,Female,Nursing,2.0,3.07,8.0,84.0,,6.0,6.6,2.8,21.0,7.0,9.0,4.0,1.0,3.0,True,No,
STU0169,20.0,Male,Mechanical Engineering,3.0,2.01,3.1,85.1,,,6.7,1.9,6.0,6.6,,6.0,3.3,3.0,True,No,501.98
STU0189,19.0,Male,Political Science,4.0,2.98,6.6,63.4,4.9,7.0,10.9,4.4,208.0,8.9,10.0,5.0,1.7,3.0,True,No,494.19
STU0292,20.0,Male,Art & Design,1.0,3.58,7.9,91.1,6.9,6.0,6.6,3.1,60.0,2.6,2.0,0.0,9.0,5.0,False,No,
STU0430,23.0,Female,Biology,2.0,3.64,7.0,87.8,6.7,4.0,8.9,3.1,272.0,5.4,,,5.9,4.0,False,Yes,999.45
STU0251,19.0,MALE,Political Science,1.0,2.36,4.8,82.0,9.2,3.0,8.2,2.3,152.0,3.4,,0.0,9.0,,False,No,428.07
STU0194,20.0,Male,Mechanical Engineering,3.0,2.88,8.6,78.8,5.0,1.0,6.3,1.6,0.0,7.5,6.0,8.0,3.8,3.0,False,Yes,841.62
STU0082,21.0,Non-binary,Nursing,1.0,3.02,7.5,93.7,6.9,1.0,9.1,2.6,37.0,7.4,4.0,6.0,6.0,2.0,False,Yes,820.61
STU0110,23.0,Female,Nursing,3.0,2.1,3.8,73.9,8.1,5.0,6.7,2.3,202.0,4.6,4.0,2.0,4.9,0.0,False,No,824.16
STU0276,21.0,Male,Art & Design,1.0,3.48,11.0,96.9,7.6,2.0,6.7,3.6,124.0,1.6,0.0,3.0,8.3,1.0,True,No,833.5
STU0146,24.0,Female,Psychology,3.0,,6.0,66.8,,,9.5,4.0,312.0,5.3,2.0,5.0,4.6,4.0,True,No,723.1
STU0093,24.0,Female,Communications,1.0,3.44,8.5,82.2,7.4,5.0,8.6,3.0,251.0,4.1,6.0,3.0,9.1,5.0,True,No,949.44
STU0153,25.0,Male,Business,4.0,2.59,5.3,73.8,,3.0,6.6,1.4,269.0,4.7,6.0,9.0,6.4,3.0,False,Yes,433.07
STU0258,18.0,Female,Business,2.0,3.43,6.8,63.1,9.0,0.0,7.1,4.1,183.0,4.9,5.0,1.0,7.5,0.0,NO,No,889.93
STU0429,18.0,Female,Psychology,1.0,3.4,7.7,85.1,7.5,5.0,5.3,1.9,104.0,5.4,8.0,15.0,5.7,1.0,True,Yes,744.34
STU0273,19.0,Male,Business,3.0,3.35,8.0,71.1,8.6,2.0,8.4,3.0,164.0,5.2,5.0,3.0,5.0,5.0,True,Yes,821.53
STU0389,25.0,Female,Economics,3.0,3.42,6.4,95.3,,5.0,8.0,1.6,231.0,4.1,1.0,3.0,6.5,5.0,True,No,800.94
STU0084,24.0,FEMALE,Political Science,4.0,3.3,7.3,71.6,7.0,3.0,5.5,1.0,364.0,6.0,13.0,3.0,5.3,6.0,True,Yes,1057.84
STU0104,18.0,Male,Biology,2.0,3.81,7.2,69.8,6.5,3.0,7.2,0.3,313.0,6.8,6.0,3.0,7.2,6.0,True,No,646.5
STU0166,24.0,Female,Psychology,3.0,,3.8,80.9,,3.0,6.7,1.5,277.0,2.0,2.0,4.0,9.0,6.0,False,Yes,
STU0164,21.0,Male,Biology,2.0,2.76,3.5,74.7,6.5,5.0,11.2,3.8,164.0,5.1,,4.0,6.5,1.0,True,Yes,358.64
STU0200,0.0,Female,Psychology,3.0,2.43,7.3,93.8,7.4,2.0,2.7,0.0,177.0,very high,8.0,13.0,6.3,5.0,False,No,645.67
STU0452,25.0,Female,Political Science,1.0,3.18,8.6,50.0,6.4,5.0,6.0,1.5,,6.3,6.0,6.0,5.5,4.0,False,No,1044.48
STU0075,23.0,Male,Psychology,4.0,3.43,8.7,78.0,6.8,1.0,7.4,3.3,271.0,5.8,,4.0,5.1,3.0,yes,No,659.98
STU0337,25.0,Female,Computer Science,2.0,3.35,5.8,112.0,7.4,2.0,8.3,2.5,352.0,4.6,7.0,6.0,5.4,1.0,1,No,332.83
STU0269,22.0,Female,Mechanical Engineering,2.0,2.72,8.7,75.7,24.0,1.0,6.6,2.6,157.0,5.0,5.0,10.0,5.2,5.0,True,Yes,849.19
STU0513,24.0,Female,Political Science,3.0,4.0,5.6,82.8,10.1,6.0,7.6,2.2,156.0,1.0,0.0,3.0,6.9,5.0,False,No,658.7
STU0120,18.0,Female,Political Science,4.0,2.97,8.3,72.9,-1.0,1.0,9.3,1.5,112.0,6.6,4.0,2.0,5.3,6.0,True,No,614.13
STU0306,19.0,Female,Nursing,1.0,3.3,6.4,86.0,4.9,5.0,5.8,1.3,231.0,7.1,4.0,4.0,4.6,1.0,True,No,732.22
STU0326,19.0,Female,Nursing,3.0,-1.0,-2.0,79.7,6.8,7.0,9.2,5.3,84.0,4.8,2.0,1.0,6.4,5.0,False,Yes,886.47
STU0278,24.0,Male,Psychology,4.0,,10.1,93.2,6.1,4.0,8.7,2.1,189.0,4.5,,6.0,5.3,6.0,True,No,860.5
STU0387,18.0,Male,Economics,2.0,2.63,5.7,96.0,7.6,1.0,6.5,1.4,100.0,3.4,5.0,0.0,9.6,1.0,True,Yes,1359.99
STU0398,19.0,Male,Business,3.0,2.95,6.5,90.4,10.2,,5.5,1.7,,3.4,4.0,4.0,5.1,5.0,False,No,1354.53
STU0398,19.0,Male,Business,3.0,2.95,6.5,90.4,10.2,3.0,5.5,1.7,269.0,3.4,4.0,,5.1,5.0,False,No,1354.53
STU0279,18.0,Male,Political Science,4.0,4.0,8.8,72.6,6.2,7.0,4.2,1.0,271.0,5.9,12.0,3.0,4.0,4.0,True,No,817.62
STU0442,20.0,Male,Psychology,1.0,3.11,5.5,74.2,5.7,0.0,6.1,2.1,195.0,4.9,5.0,6.0,8.0,2.0,False,No,437.3
STU0322,18.0,Female,Business,2.0,3.54,7.7,97.2,6.5,5.0,4.2,0.6,137.0,5.6,5.0,10.0,6.4,1.0,True,Yes,697.18
STU0418,18.0,Female,Art & Design,3.0,2.6,5.9,121.0,6.6,4.0,7.9,1.7,71.0,6.3,7.0,3.0,6.8,5.0,False,No,982.64
STU0298,21.0,female,Biology,1.0,2.11,5.8,100.0,6.0,1.0,8.0,3.1,177.0,5.5,6.0,,6.1,3.0,False,Yes,1269.35
STU0037,24.0,Prefer not to say,Mechanical Engineering,1.0,,2.8,99.2,5.0,7.0,7.7,4.0,235.0,8.7,10.0,,1.5,2.0,False,Yes,683.72
STU0140,21.0,Male,Political Science,4.0,3.7,7.6,56.5,5.2,4.0,10.4,5.3,339.0,5.3,,9.0,6.7,4.0,False,Yes,756.46
STU0254,20.0,male,Mechanical Engineering,2.0,3.2,4.5,100.0,5.8,3.0,6.3,1.9,,4.4,,5.0,2.1,0.0,False,,512.51
STU0520,22.0,Female,Business,3.0,3.68,7.9,82.7,6.9,6.0,5.4,0.6,227.0,4.0,7.0,,5.2,1.0,True,No,438.28
STU0060,23.0,Non-binary,Biology,1.0,3.39,5.6,83.4,7.5,1.0,8.5,2.4,60.0,2.9,4.0,0.0,9.7,0.0,False,Yes,702.6
STU0112,24.0,man,Communications,4.0,2.57,6.4,91.6,6.3,2.0,8.6,2.9,261.0,3.3,2.0,0.0,8.7,2.0,True,No,387.01
STU0287,19.0,Male,Business,2.0,3.96,9.9,75.7,,5.0,7.6,0.9,127.0,4.1,4.0,3.0,8.1,4.0,False,Yes,1033.51
STU0291,24.0,Female,Mechanical Engineering,1.0,5.2,8.2,82.5,9.2,5.0,7.4,2.3,179.0,3.9,4.0,0.0,3.1,3.0,True,No,1008.95
STU0263,20.0,Male,Art & Design,4.0,3.6,9.0,61.3,6.1,3.0,5.2,0.7,132.0,4.4,4.0,0.0,4.7,,false,No,
STU0394,22.0,Male,Nursing,3.0,2.73,8.1,94.3,7.1,0.0,9.1,2.1,72.0,7.5,9.0,,4.0,3.0,True,No,768.54
STU0151,24.0,Female,Business,4.0,2.5,9.7,62.8,8.1,7.0,8.1,2.5,111.0,low,4.0,3.0,7.1,4.0,False,No,758.7
STU0267,21.0,Non-binary,Psychology,1.0,3.43,7.5,68.7,9.7,7.0,4.5,2.2,235.0,1.0,1.0,3.0,9.6,2.0,True,Yes,569.95
STU0416,23.0,Male,Psychology,3.0,3.46,7.5,76.6,6.5,3.0,5.1,3.2,226.0,2.4,0.0,4.0,10.0,1.0,False,No,530.4
STU0039,20.0,Female,Art & Design,4.0,3.1,6.8,84.9,6.1,2.0,7.3,4.4,,5.6,,5.0,8.2,2.0,False,Yes,1076.18
STU0343,22.0,Non-binary,Economics,2.0,3.15,6.7,78.8,7.5,2.0,4.8,2.7,161.0,4.9,8.0,6.0,5.3,4.0,True,No,
STU0199,20.0,Female,Political Science,2.0,3.95,7.3,83.4,7.2,4.0,8.2,4.1,225.0,5.6,5.0,5.0,5.2,1.0,False,No,
STU0281,20.0,Prefer not to say,Communications,4.0,3.39,8.0,68.4,7.8,2.0,7.9,2.0,44.0,1.1,3.0,0.0,10.0,4.0,True,No,
STU0147,18.0,Male,Psychology,4.0,3.61,8.7,81.7,,2.0,4.0,0.6,113.0,3.7,5.0,0.0,5.7,0.0,False,Yes,1439.45
STU0212,23.0,Female,Nursing,1.0,3.2,9.3,90.8,8.7,,7.7,1.7,192.0,4.9,3.0,0.0,5.5,,True,Yes,893.16
STU0148,19.0,Female,Economics,2.0,2.14,3.7,85.7,8.0,5.0,9.7,2.1,176.0,low,2.0,9.0,3.6,2.0,True,Yes,908.42
STU0335,21.0,Male,Communications,4.0,3.21,7.0,84.9,7.0,4.0,7.7,2.0,253.0,1.0,2.0,0.0,9.3,6.0,False,No,1589.77
STU0311,23.0,Male,Psychology,1.0,3.49,6.2,88.7,5.0,,9.8,3.8,230.0,5.6,9.0,5.0,3.9,0.0,True,Yes,747.59
STU0124,21.0,Female,Biology,2.0,2.88,7.4,77.2,6.5,1.0,10.3,2.2,233.0,7.7,10.0,4.0,3.4,6.0,False,No,804.97
STU0450,20.0,Female,Computer Science,2.0,4.8,7.4,76.1,9.0,,5.0,1.1,150.0,3.5,5.0,0.0,6.4,2.0,False,Yes,752.91
STU0097,19.0,Female,Business,2.0,2.82,7.4,100.0,8.5,,7.5,2.3,472.0,3.3,6.0,6.0,8.7,5.0,False,No,
STU0144,21.0,Male,Political Science,1.0,2.94,8.1,84.2,,3.0,3.8,2.0,398.0,4.4,1.0,0.0,5.3,5.0,YES,No,
STU0240,23.0,Female,Biology,2.0,3.9,8.0,76.6,6.1,6.0,8.5,3.1,156.0,7.8,8.0,9.0,4.4,,True,No,835.27
STU0297,24.0,Male,Political Science,1.0,2.4,8.9,96.6,8.2,1.0,6.4,3.4,,2.6,3.0,0.0,7.7,4.0,True,No,1392.53
STU0098,23.0,Female,Business,4.0,2.79,3.8,82.0,6.4,1.0,9.3,2.2,275.0,8.3,7.0,5.0,2.0,4.0,True,No,952.31
STU0465,18.0,Male,Business,1.0,2.95,7.9,77.2,6.7,7.0,9.6,3.9,249.0,6.8,8.0,11.0,5.4,1.0,True,No,393.02
STU0383,25.0,Male,Economics,3.0,,6.9,79.5,,0.0,6.0,0.7,176.0,2.4,6.0,,10.0,6.0,YES,No,590.58
STU0123,23.0,Female,Computer Science,2.0,3.33,6.3,99.1,5.7,6.0,5.6,2.5,124.0,5.6,6.0,,2.2,0.0,True,Yes,873.95
STU0184,23.0,Male,Computer Science,1.0,2.96,7.8,91.8,6.8,6.0,10.1,3.5,,4.8,6.0,7.0,7.6,2.0,True,Yes,684.73
STU0203,21.0,Non-binary,Nursing,2.0,3.21,3.8,103.0,6.4,2.0,7.6,1.6,269.0,7.0,8.0,8.0,6.2,0.0,False,Yes,958.12
STU0247,24.0,Male,Communications,1.0,,6.8,84.4,9.3,7.0,9.2,4.2,219.0,4.1,6.0,3.0,5.4,4.0,True,No,770.67
STU0334,24.0,FEMALE,Communications,3.0,2.7,4.9,100.0,4.7,6.0,5.5,1.4,308.0,6.5,8.0,,4.0,1.0,NO,No,707.82
STU0324,25.0,Male,Economics,1.0,2.2,4.1,88.4,5.7,5.0,8.3,1.1,145.0,5.4,6.0,4.0,6.6,1.0,True,No,953.81
STU0384,19.0,Male,Psychology,2.0,3.44,4.8,94.3,7.3,6.0,5.6,3.6,195.0,7.1,,5.0,3.1,6.0,True,No,
STU0411,19.0,man,Biology,3.0,3.11,6.6,74.9,6.4,3.0,5.4,1.9,326.0,3.4,6.0,,7.1,4.0,True,Yes,1098.21
STU0432,23.0,Female,Economics,1.0,2.87,5.1,71.9,7.9,2.0,8.0,3.6,224.0,3.4,2.0,6.0,9.0,6.0,YES,Yes,1257.57
STU0308,22.0,Male,Nursing,1.0,2.52,5.7,90.3,6.7,7.0,8.1,1.2,295.0,5.9,8.0,7.0,5.6,6.0,True,No,366.01
STU0126,22.0,Prefer not to say,Art & Design,2.0,2.82,3.6,100.0,6.9,1.0,8.7,2.4,14.0,5.9,,,3.5,1.0,True,No,955.67
STU0330,22.0,Male,Psychology,2.0,2.96,5.8,77.2,6.6,2.0,5.6,1.0,91.0,2.5,3.0,0.0,9.1,4.0,True,Yes,538.3
STU0224,19.0,Male,Psychology,3.0,2.83,7.2,72.0,7.5,7.0,9.5,1.6,124.0,7.0,7.0,7.0,1.7,5.0,False,No,708.67
STU0468,22.0,Male,Psychology,1.0,2.4,4.8,75.3,6.5,7.0,2.6,3.2,171.0,1.0,1.0,1.0,10.0,3.0,False,No,1023.34
STU0220,25.0,M,Business,1.0,3.14,7.1,95.1,7.9,6.0,4.0,1.4,340.0,2.9,2.0,3.0,8.1,,True,No,810.2
STU0130,23.0,Female,Business,2.0,3.41,7.6,80.4,7.4,2.0,8.8,2.5,358.0,5.6,8.0,5.0,6.4,5.0,True,No,1269.81
STU0457,19.0,Female,Psychology,1.0,2.56,5.3,78.1,8.7,5.0,1.4,0.0,161.0,3.2,2.0,5.0,8.2,6.0,True,No,745.23
STU0313,18.0,Female,Business,3.0,2.87,6.2,87.0,6.3,3.0,4.7,1.4,84.0,medium,10.0,2.0,6.3,3.0,True,Yes,570.67
STU0382,25.0,Female,Art & Design,4.0,3.27,9.5,66.4,7.7,4.0,5.7,0.7,235.0,3.3,6.0,0.0,7.1,4.0,True,No,467.55
STU0412,19.0,Female,Business,2.0,3.04,7.4,71.0,4.8,4.0,8.1,2.0,404.0,3.1,3.0,3.0,9.2,4.0,False,No,903.72
STU0325,25.0,Non-binary,Computer Science,2.0,3.87,10.8,100.0,6.8,4.0,11.3,5.1,204.0,5.9,3.0,,6.2,3.0,True,Yes,754.32
STU0458,23.0,Male,Biology,4.0,2.46,3.3,79.9,6.4,6.0,7.9,2.0,189.0,6.1,,6.0,5.7,1.0,True,No,
STU0490,22.0,Female,Biology,1.0,3.34,7.9,100.0,6.4,0.0,11.3,4.6,233.0,7.9,12.0,10.0,1.0,2.0,False,No,875.25
STU0295,22.0,man,Economics,4.0,3.0,7.6,72.2,7.6,3.0,7.3,1.2,285.0,7.4,9.0,,2.8,1.0,False,,496.15
STU0400,20.0,Male,Psychology,3.0,3.27,9.3,94.2,6.9,2.0,8.7,1.2,90.0,3.9,4.0,5.0,6.6,2.0,True,,847.81
STU0371,20.0,Non-binary,Computer Science,2.0,,6.4,65.6,6.5,6.0,7.9,2.5,241.0,9.7,11.0,12.0,1.7,0.0,False,No,669.03
STU0332,20.0,man,Biology,4.0,,10.2,92.0,6.8,6.0,3.2,1.7,132.0,3.6,5.0,,6.5,0.0,True,No,723.6
STU0113,22.0,male,Psychology,4.0,3.2,6.5,85.3,8.0,7.0,14.0,4.8,225.0,4.5,4.0,11.0,6.2,2.0,True,Yes,
STU0180,22.0,Female,Political Science,2.0,3.21,5.7,76.2,7.2,3.0,8.3,2.8,230.0,4.9,9.0,7.0,6.5,4.0,yes,Yes,1136.55
STU0336,24.0,Male,Computer Science,2.0,3.3,7.4,85.2,7.4,4.0,5.3,2.0,252.0,6.0,9.0,6.0,2.8,5.0,True,No,684.35
STU0370,24.0,Female,Mechanical Engineering,4.0,2.74,5.6,90.3,7.4,5.0,8.3,2.0,91.0,7.0,7.0,7.0,5.4,6.0,False,No,609.41
STU0361,24.0,Female,Business,1.0,2.92,5.7,60.9,5.9,0.0,8.1,1.3,216.0,6.3,7.0,,3.3,2.0,True,No,946.39
STU0315,19.0,Female,Political Science,4.0,3.33,5.3,86.4,6.9,3.0,5.5,1.8,92.0,1.0,,1.0,7.9,,true,No,796.92
STU0152,20.0,Female,Business,3.0,2.81,5.8,98.9,7.7,1.0,9.7,4.6,107.0,3.1,2.0,0.0,6.7,1.0,False,No,1101.86
STU0393,20.0,female,Psychology,1.0,2.25,5.0,85.8,7.6,6.0,4.9,1.3,234.0,4.0,5.0,5.0,6.8,2.0,False,No,643.3
STU0234,24.0,Male,Communications,3.0,3.69,9.6,92.7,7.4,1.0,6.5,2.8,214.0,4.6,5.0,5.0,5.2,4.0,False,No,860.43
STU0487,20.0,Male,Psychology,2.0,,5.2,100.0,8.3,7.0,6.8,3.2,220.0,1.4,1.0,0.0,10.0,1.0,False,No,736.12
STU0378,23.0,Female,Computer Science,2.0,2.68,5.4,83.0,,4.0,5.4,2.3,200.0,4.9,3.0,3.0,4.4,4.0,True,Yes,398.29
STU0165,21.0,FEMALE,Biology,3.0,2.7,3.3,126.0,7.5,4.0,8.3,4.0,178.0,4.5,,,4.5,1.0,False,No,524.73
STU0318,200.0,Female,Economics,3.0,3.17,6.1,82.6,7.8,7.0,4.7,2.0,313.0,2.8,3.0,3.0,7.9,3.0,True,No,811.36
STU0137,22.0,Female,Computer Science,1.0,3.35,8.9,91.1,6.4,3.0,7.9,1.8,95.0,5.1,5.0,4.0,5.2,2.0,False,No,1265.24
STU0198,18.0,F,Business,3.0,3.15,8.1,76.9,8.4,3.0,11.7,3.8,309.0,7.3,5.0,7.0,3.2,0.0,False,Yes,657.33
STU0259,19.0,Male,Biology,3.0,2.9,3.4,91.2,7.3,6.0,7.2,2.4,82.0,5.5,,12.0,5.2,1.0,False,,839.04
STU0233,18.0,Female,Biology,3.0,,5.3,88.3,5.4,6.0,7.3,3.2,120.0,5.6,1.0,3.0,7.0,0.0,False,Yes,993.16
STU0116,5.0,Male,Mechanical Engineering,3.0,,6.5,73.0,4.9,1.0,8.3,3.2,171.0,10.0,15.0,13.0,1.0,3.0,True,Yes,942.23
STU0121,21.0,Female,Biology,3.0,2.81,8.4,50.0,5.8,0.0,9.8,4.3,,8.0,10.0,6.0,5.1,6.0,True,Yes,
STU0381,18.0,Female,Computer Science,3.0,3.4,8.0,94.7,5.8,0.0,11.0,4.6,115.0,6.8,6.0,3.0,4.1,6.0,False,Yes,
STU0225,23.0,Male,Art & Design,3.0,4.0,5.9,81.1,5.8,,8.7,2.8,187.0,6.0,3.0,10.0,4.5,6.0,True,No,1007.45
STU0439,18.0,Female,Art & Design,2.0,3.99,7.8,93.6,,0.0,7.8,2.0,163.0,6.6,6.0,9.0,5.8,1.0,True,Yes,
STU0368,20.0,M,Economics,1.0,4.0,8.0,73.5,5.9,7.0,6.5,3.0,308.0,6.0,6.0,4.0,3.4,1.0,True,No,882.8
STU0128,24.0,Non-binary,Computer Science,1.0,3.4,9.7,82.3,5.2,4.0,8.0,3.6,138.0,7.6,7.0,5.0,2.9,0.0,False,No,900.21
